original_index,image,problem,solution,schema,netlist
745,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F191606F7F0>,"Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.
Question: In the circuit shown in figure, given the transistor is a silicon transistor, \( U_{\mathrm{BE}} = 0.6 \mathrm{~V} \), and \( \\beta = 40 \), then \( U_{\mathrm{O} 1} = \) ______ V.",2.6,"V1 V N1 0 240m
R1 R N1 N2 100k
R2 R N1 N2 10k
R3 R N3 N4 100k
R4 R N3 0 10k
R5 R N4 N9 5.1k
R7 R N7 N6 1k
A1 A N2 N3 N4 ; integrated op-amp
Q1 Q N6 N9 0 QNPN ; npn transistor
V2 V N7 0 15
Labels:
Uo1 V N4 0
V V N6 0
IB I N4 N9","* circuit generated from schema
V1 N1 0 DC 240m
R1 N1 N2 100k
R2 N1 N2 10k
R3 N3 N4 100k
R4 N3 0 10k
R5 N4 N9 5.1k
R7 N7 N6 1k
E1 N4 0 N2 N3 1e6
Q1 N6 N9 0 QNPN
V2 N7 0 DC 15
.model QNPN NPN (BF=100 VAF=100 IS=1e-15)
.end"
746,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F191606F9D0>,"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: In the circuit shown in figure, with two Zener diodes each with a voltage of 6.3V and a forward voltage of 0.7V, the output voltage \( U_0 \) is ________ V.
",9,"
U1 V N1 0 18
R1 R N1 N2 1k
D1 D N3 N2 NA ; zener diode
D2 D N3 N4 NA ; zener diode
V1 V N4 0 2
Labels:
Uo V N2 0","* circuit generated from schema
VU1 N1 0 DC 18
V1 N4 0 DC 2
R1 N1 N2 1k
D1 N3 N2 NA
D2 N3 N4 NA
.model NA D(Is=1e-14 N=1.2 Rs=1 Cjo=2p Bv=5 Ibv=1m)
.end"
748,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F191606FAF0>,"Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.
Question: When the current \( I_5 \) in the branch with \( R_5 \) is 0, the value of \( R_3 \) in the circuit shown in figure is ( ) \Omega.
",0.6,"R1 R a N1 1
V1 V N1 0 12
R2 R a 0 1
R5 R a b 1
R3 R b 0 NA
I1 I 0 b 16
R4 R b 0 1
Labels:
I5 I a b","* circuit generated from schema
R1 a N1 1
V1 N1 0 DC 12
R2 a 0 1
R5 a b 1
R3 b 0 1
I1 0 b DC 16
R4 b 0 1
.end"
749,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F191606FC10>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in figure, after disconnecting the capacitor \( C_E \), the voltage gain of the amplifier will ( ).
Choices
A. Decrease
B. Increase
C. Fluctuate
D. Remain unchanged
",A,"C1 C N2 N5 NA
R1 R N1 N2 NA
R2 R N2 0 NA
R3 R N1 N3 NA
Ucc V N1 0 NA
C2 C N3 N6 NA
R4 R N4 0 NA
CE C N4 0 NA
Q1 Q N3 N2 N4 NA
ui V N5 0 NA
Labels:
uo V N6 0","* circuit generated from schema
Vucc N1 0 DC 12
Vui N5 0 DC 0
C1 N2 N5 10u
R1 N1 N2 100k
R2 N2 0 47k
R3 N1 N3 4.7k
C2 N3 N6 10u
R4 N4 0 1k
CE N4 0 100u
Q1 N3 N2 N4 QNPN
.model QNPN NPN(Is=1e-14 Bf=150 Vaf=100 Cjc=8p Cje=20p Tf=600p Tr=100n)
.end"
750,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F191606FC70>,"Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.
Question: In the circuit shown in figure, the current \( I = \) ________ A.
",4,"V1 V N1 N2 10
R1 R N1 N2 5
R2 R N1 N3 5
R3 R N1 N5 6
IS I N2 N3 2
V2 V N3 N4 12
R4 R N4 N5 5
R5 R N1 N5 3
V3 V N2 N5 2
Labels:
I I N1 N5","* circuit generated from schema
V1 N1 N2 DC 10
R1 N1 N2 5
R2 N1 N3 5
R3 N1 0 6
IS N2 N3 DC 2
V2 N3 N4 DC 12
R4 N4 0 5
R5 N1 0 3
V3 N2 0 DC 2
.end"
751,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F191606FD30>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.  
Question: In the figure shown, the capacitor is initially uncharged. Which one of the following expressions describes the current \( I(t) \) (in mA) for \( t > 0 \)?  
**Choices:**  
A. \( I(t) = \frac{5}{3}(1 - e^{-\frac{t}{\tau}}), \tau = \frac{2}{3} \text{ msec} \)  
B. \( I(t) = \frac{5}{2}(1 - e^{-\frac{t}{\tau}}), \tau = \frac{2}{3} \text{ msec} \)  
C. \( I(t) = \frac{3}{2}(1 - e^{-\frac{t}{\tau}}), \tau = 3 \text{ msec} \)  
D. \( I(t) = \frac{5}{2}(1 - e^{-\frac{t}{\tau}}), \tau = 3 \text{ msec} \)",A,"V V N1 0 5
R1 R N1 N2 1k
R2 R N2 0 2k
C C N2 0 1u
Labels:
I I N2 0","ERROR: Error code: 429 - {'statusCode': 429, 'message': 'Rate limit is exceeded. Try again in 8 seconds.'}"
752,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F191606FD90>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: A voltage commutated chopper circuit, operated at 500 Hz, is shown in <image>. If the maximum value of load current is 10 A, then the maximum current through the main (M) and auxiliary (A) thyristors will be

Choices:
A. \(i_{Mmax} = 12A \text{ and } i_{Amax} = 10A\)
B. \(i_{Mmax} = 12A \text{ and } i_{Amax} = 2A\)
C. \(i_{Mmax} = 10A \text{ and } i_{Amax} = 12A\)
D. \(i_{Mmax} = 10A \text{ and } i_{Amax} = 8A\)
",A,"V1 V N1 0 200
C1 C N1 N3 0.1u
L1 L N3 N4 1m
M D N1 N2 NA ; thyristor
A D N3 N2 NA ; thyristor
D1 D N2 N4 NA
D2 D 0 N2 NA
LOAD R N2 0 NA
Labels:
iM I N1 N2
iA I N3 N2
iL I N2 0 ; iL = 10A","* circuit generated from schema
V1 N1 0 DC 200
C1 N1 N3 0.1u
L1 N3 N4 1m
DM N1 N2 DGEN
DA N3 N2 DGEN
D1 N2 N4 DGEN
D2 0 N2 DGEN
RLOAD N2 0 20
.model DGEN D(Is=1e-14 N=1 Rs=0.01 Cjo=10p M=0.5 Vj=0.7)
.end"
753,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F191606FDF0>,"Hint: Please answer the question requiring an integer and the final value, e.g., 1, 2, 3, at the end.
Question: For the given 2-port network, the value of transfer impedance \( Z_{21} \) in ohms is  _______.",3.0,"R1 R 1 2 2
R2 R 1 N0 4
R3 R N0 2 2
R4 R N0 1' 2","* circuit generated from schema
V1 1 0 DC 1
R1 1 2 2
R2 1 N0 4
R3 N0 2 2
R4 N0 0 2
.end"
754,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F191606FE50>,"Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.
Question: In the circuit shown in figure, given \( R_1 = 5\Omega \), \( R_2 = 4\Omega \), \( R_3 = 6\Omega \), find the voltage \( U_{AB} \) between points A and B (V).
",0.4,"V1 V N1 N4 16
R2 R N1 N2 NA
R3 R N2 N3 NA
V2 V N3 N4 7
R1 R N2 A NA
V3 V B N4 12
Labels:
UAB V A B","* circuit generated from schema
V1 N1 0 DC 16
V2 N3 0 DC 7
V3 B 0 DC 12
R2 N1 N2 1k
R3 N2 N3 1k
R1 N2 A 1k
.end"
755,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F191606FF10>,"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: A p-i-n photodiode of responsivity \(0.8 \text{ A/W}\) is connected to the inverting input of an ideal opamp as shown in <image>, \(+\text{V}_{\text{cc}} = 15 \text{ V}\), \(-\text{V}_{\text{cc}} = -15 \text{ V}\), and load resistor \(R_L = 10 \text{ k}\Omega\). If \(10 \text{ }\mu\text{W}\) of power is incident on the photodiode, then the value of the photocurrent (in \(\mu\text{A}\)) through the load is ________",800,"R1 R N2 N1 1M
R2 R N3 N4 1M
R3 R N2 0 10k
D1 D N1 N4 NA ; Photodiode
A1 A 0 N1 N2 ; op-amp
Labels:
V0 V N2 0
+VCC V N5 0 ; A1 positive supply
-VCC V N6 0 ; A1 negative supply","* circuit generated from schema
R1 N2 N1 1MEG
R2 N5 N4 1MEG
R3 N2 0 10K
D1 N1 N4 NA
E1 N2 0 0 N1 1E6
VPLUS N5 0 DC 12
VMINUS N6 0 DC -12
.model NA D(Is=1e-12 N=1.2 Rs=10 Cjo=2p Bv=50 Ibv=1e-4)
.end"
757,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915EC8190>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in figure, the voltage gain of the operational amplifier circuit composed of an ideal operational amplifier is ( ).
Choices:
A. -2
B. -1
C. 1
D. 2
",C,"
ui V N0 0 NA
R1 R N0 N1 10k
R2 R N1 0 10k
R3 R N2 0 10k
R4 R N2 N3 10k
A1 A N1 N2 N3 ; op-amp
Labels:
uc V N3 0","* circuit generated from schema
VUI N0 0 DC 1
R1 N0 N1 10k
R2 N1 0 10k
R3 N2 0 10k
R4 N2 N3 10k
E1 N3 0 N2 N1 1e6
.end"
758,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915EC82B0>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in figure, if the diode \( D \) is an ideal diode, the output voltage \( U_o \) is:
Choices:
A. 12V
B. 6V
C. 0V
D. -6V
",D,"D D N3 N1 NA
R R N1 N4 3k
V1 V N2 N3 6
V2 V N2 N4 12
Labels:
Uo V N1 N2","* circuit generated from schema
D1 N3 N1 NA
R1 N1 N4 3k
V1 0 N3 DC 6
V2 0 N4 DC 12
.model NA D(Is=1e-14 N=1)
.end"
759,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915EC8370>,"Hint: Please answer the question requiring a floating-point number with two decimal place and provide the final value, e.g., 1.23, 1.34, 1.45, at the end. 
Question: Calculate the current through the zener diode for the given values of input (source) voltage in this circuit, as shown in the figure. Given \( V_\text{source} = 25 \, V \), the zener current \( I_\text{zener} \) is ______mA.",41.49,"Vsource V N2 0 NA
Rseries R N2 N1 470
D1 D 0 N1 5.1 ; zener diode Vz = 5.1 V
Rload R N1 0 6k
Labels:
Vz V N1 0","* circuit generated from schema
Vsource N2 0 DC 1
Rseries N2 N1 470
D1 0 N1 DZ5V1
Rload N1 0 6k
.model DZ5V1 D(BV=5.1 IBV=1m RS=1 N=1 TT=0)
.end"
760,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915EC83D0>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: The Thevenin equivalent circuit of the circuit shown in left figure is ( ). 
Choices
A. Figure A
B. Figure B
C. Figure C
D. Figure D
",D,"*circuit 1
V1 V a N1 2
R1 R N1 N2 2
V2 V b N2 1

*A.
V3 V a N3 2
R2 R N3 b 2
*B.
V4 V N4 a 1
R3 R N4 b 2
*C.
V5 V a N5 3
R4 R N5 b 2
*D.
V6 V a N6 1
R5 R N6 b 2","* circuit generated from schema
* Circuit 1
V1 a N1 DC 2
R1 N1 N2 2
V2 0 N2 DC 1

* A.
V3 a N3 DC 2
R2 N3 0 2

* B.
V4 N4 a DC 1
R3 N4 0 2

* C.
V5 a N5 DC 3
R4 N5 0 2

* D.
V6 a N6 DC 1
R5 N6 0 2
.end"
761,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915EC8430>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in figure, \( u \) is a sinusoidal AC voltage with an angular frequency \( \omega \). The impedance \( |Z| \) of this circuit is ( ).
Choices
A. \( \sqrt{(R_1 + R_2)^2 + \left(\omega L - \frac{1}{\omega C}\right)^2} \)  
B. \( \sqrt{(R_1 + R_2)^2 + \left(\omega L + \frac{1}{\omega C}\right)^2} \)  
C. \( (R_1 + R_2) + \omega L - \frac{1}{\omega C} \)  
D. \( R_1 + R_2 + \omega L + \frac{1}{\omega C} \)
",A,"
u V N0 N4 NA
R1 R N0 N1 NA
L L N1 N2 NA
R2 R N2 N3 NA
C C N3 N4 NA","* circuit generated from schema
V1 N0 0 DC 1
R1 N0 N1 1k
L1 N1 N2 1m
R2 N2 N3 1k
C1 N3 0 1u
.end"
762,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915EC8550>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown, transistors \( Q_1 \) and \( Q_2 \) are biased at a collector current of 2.6 mA. Assuming that transistor current gains are sufficiently large to assume collector current equal to emitter current and thermal voltage of 26 mV, the magnitude of voltage gain \( \frac{V_0}{V_s} \) in the mid-band frequency range is _________ (up to second decimal place).

Choices:
A. 30  
B. 40  
C. 50  
D. 60
",C,"
V1 V N1 0 5
R1 R N1 N2 1k
Q1 Q N2 N3 N4 QNPN
Q2 Q N5 N6 N4 QPNP
VS V N3 0 NA
RB2 R N6 N5 NA
C1 C N6 0 NA
V2 V N5 0 5
Labels:
Vo V N2 0","* circuit generated from schema
V1 N1 0 DC 5
R1 N1 N2 1k
Q1 N2 N3 N4 QNPN
Q2 N5 N6 N4 QPNP
VS N3 0 DC 1
RB2 N6 N5 10k
C1 N6 0 1n
V2 N5 0 DC 5
.model QNPN NPN BF=100 VAF=100 IS=1e-14 RB=100 RC=10 CJE=10p CJC=5p TF=0.5n TR=50n
.model QPNP PNP BF=100 VAF=100 IS=1e-14 RB=100 RC=10 CJE=10p CJC=5p TF=0.5n TR=50n
.end"
763,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915EC86D0>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.  
Question: For the lattice shown in the figure, \( Z_a = j2\Omega \) and \( Z_b = 2\Omega \). The values of the open circuit impedance parameters \([Z] = \begin{bmatrix} Z_{11} & Z_{12} \\ Z_{21} & Z_{22} \end{bmatrix}\) are:  
**Choices:**  
A. \(\begin{bmatrix} 1 - j & 1 + j \\ 1 + j & 1 + j \end{bmatrix}\)  
B. \(\begin{bmatrix} 1 - j & 1 + j \\ -1 + j & 1 - j \end{bmatrix}\)  
C. \(\begin{bmatrix} 1 + j & 1 + j \\ 1 - j & 1 - j \end{bmatrix}\)  
D. \(\begin{bmatrix} 1 + j & -1 + j \\ -1 + j & 1 + j \end{bmatrix}\)",D,"Z1 Z N1 N2 Zb
Z2 Z N3 N4 Zb
Z3 Z N1 N4 Za
Z4 Z N2 N3 Za","* circuit generated from schema
V1 N1 0 DC 1
R1 N1 N2 2k
R2 N3 N4 2k
R3 N1 N4 1k
R4 N2 N3 1k
.end"
765,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915EC8850>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the figure shown, when the transistor operates in the amplification state, the currents at each pin are \( I_{1} = 5.1 \, \mathrm{mA}, I_{2} = 5 \, \mathrm{mA}, I_{3} = 0.1 \, \mathrm{mA} \). The correct statement is 
Choices  
A. The transistor is PNP type, pin 1 is the emitter  
B. The transistor is PNP type, pin 2 is the emitter  
C. The transistor is NPN type, pin 1 is the emitter  
D. The transistor is NPN type, pin 2 is the emitter
",A,"PIN1 V N1 0
PIN2 V N2 0
PIN3 V N3 0
Labels:
I1 I N4 N1
I2 I N2 N5
I3 I N3 N6","* circuit generated from schema
V1 N1 0 DC 1
V2 N2 0 DC 1
V3 N3 0 DC 1
I1 N4 N1 DC 1m
I2 N2 N5 DC 1m
I3 N3 N6 DC 1m
.end"
766,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915EC8910>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in <image>, \( V_1 \) and \( V_2 \) are bias voltages. Based on input and output impedances, the circuit behaves as a

Choices
A. voltage controlled voltage source  
B. voltage controlled current source  
C. current controlled voltage source  
D. current controlled current source
",D,"
VDD V N1 0 NA
V1 V N3 0 NA
V2 V N4 0 NA
M1 M N2 N3 N1 ; PMOS
M2 M N2 N4 N5 ; NMOS
R1 R N5 N6 NA
VIN V N6 0 NA ; AC
Labels:
VOUT V N2 0","* circuit generated from schema
VDD N1 0 DC 5
V1 N3 0 DC 0
V2 N4 0 DC 0
VIN N6 0 AC 1
R1 N5 N6 10k
M1 N2 N3 N1 N1 PMOD L=1u W=10u
M2 N2 N4 N5 N5 NMOD L=1u W=10u
.model NMOD NMOS LEVEL=1 VTO=0.7 KP=1e-4 LAMBDA=0.02
.model PMOD PMOS LEVEL=1 VTO=-0.7 KP=5e-5 LAMBDA=0.02
.end"
769,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915EC8A90>,"Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.
Question: In the circuit shown in figure, if the input voltage \( U_i = 16V \), the stable voltage of the voltage regulator diode \( U_Z = 10.7V \), and the load resistance \( R_L = 100\Omega \), then the power loss of the transistor is ________W.
",0.6,"
ui V N1 0 NA
C C N1 0 NA
R R N1 N2 NA
VT1 Q N1 N2 N3 QNPN
Dz D 0 N2 NA ; zener diode with zener voltage Uz
RL R N3 0 NA
Labels:
uo V N3 0
Uz V N2 0","* circuit generated from schema
Vui N1 0 DC 1
C1 N1 0 1u
R1 N1 N2 10k
QVT1 N1 N2 N3 QNPN
D1 0 N2 DZEN
RL N3 0 1k
.model QNPN NPN(Is=1e-14 Bf=100 Vaf=100 Cjc=2p Cje=5p Tf=400p)
.model DZEN D(Is=1e-12 N=1.2 BV=5.1 Ibv=1e-3 Rs=2 Cjo=10p)
.end"
770,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915EC8B50>,"Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.
Question: Consider the common emitter amplifier shown in <image> with the following circuit parameters: \( \beta = 100 \), \( g_m = 0.3861 A/V \), \( r_o = \infty \), \( r_a = 259 \Omega \), \( R_s = 1k\Omega \), \( R_B = 93k\Omega \), \( R_C = 250k\Omega \), \( R_L = 1k\Omega \), \( C_1 = \infty \), and \( C_2 = 4.7 \mu F \).

The resistance seen by the source \( v_s \) is ________  \(\Omega\)  ",1258,"vs V N5 0 NA ; AC
RS R N5 N6 NA
C1 C N6 N1 NA
RB R N2 N1 NA
RC R N2 N3 NA
C2 C N3 N4 NA
RL R N4 0 NA
Q1 Q N3 N1 0 QNPN
V1 V N2 0 10
Labels:
v0 V N4 0","* circuit generated from schema
V1 N2 0 DC 10
VS N5 0 AC 1
RS N5 N6 50
C1 N6 N1 1u
RB N2 N1 470k
RC N2 N3 3.3k
C2 N3 N4 1u
RL N4 0 10k
Q1 N3 N1 0 QNPN
.model QNPN NPN (IS=1e-14 BF=100 NF=1 VAF=100 IKF=0.1 ISE=1e-13 NE=2 BR=3 NR=1 RB=100 RE=0.5 RC=1 CJE=15p VJE=0.75 MJE=0.33 CJC=8p VJC=0.6 MJC=0.33 TF=0.6n TR=100n XTB=1.5)
.end"
771,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915EC8BB0>,"Hint: Please answer the question requiring an integer and the final value, e.g., 1, 2, 3, at the end.  
Question: The output voltage of a buck converter circuit is a function of the input voltage and the duty cycle of the switching signal, represented by the variable D (ranging in value from 0% to 100%), where \( D = \frac{t_{on}}{t_{on} + t_{off}} \). Based on this mathematical relationship, calculate the output voltage of this converter circuit at a duty cycle D=25% , assuming an input voltage of 40 volts. The output voltage is ______V.",10.0,"* Buck converter circuit
V_in V N1 0 NA
S1 S N1 N2 NA ; Duty Cycle D
D1 D 0 N2 NA
L1 L N2 N3 NA ; iron core inductor
C1 C N3 0 NA
Labels:
Vout V N3 0 ; Vout = D*Vin","* circuit generated from schema
Vin N1 0 DC 12
Vg NG 0 PULSE(0 5 0 10n 10n 5u 10u)
S1 N1 N2 NG 0 SWMOD
D1 0 N2 DMOD
L1 N2 N3 100u
C1 N3 0 100u
.model SWMOD VSWITCH Ron=0.01 Roff=1e6 Vt=2.5 Vh=0.1
.model DMOD D(Is=1e-9 N=1 Rs=0.1 Cjo=10p M=0.5)
.end"
772,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915EC8C70>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in figure, the measured DC voltages of the silicon transistor T are: \( V_B = 3V \), \( V_C = 5V \), \( V_E = 2.3V \). Therefore, T operates in
Choices 
A. Active region
B. Saturation region
C. Cutoff region
D. Constant current region
",A,"
Vcc V N1 0 NA
Rb R N1 N2 NA
Rc R N1 N3 NA
Re R N4 0 NA
Ce C N4 0 NA
T Q N3 N2 N4 QNPN","* circuit generated from schema
V1 N1 0 DC 5
RB N1 N2 100k
RC N1 N3 2.2k
RE N4 0 1k
CE N4 0 100u
Q1 N3 N2 N4 QNPN
.model QNPN NPN (BF=100 VAF=100 IS=1e-14)
.end"
773,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915EC8CD0>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in figure, the voltage gain of the ideal operational amplifier circuit is ( ).
Choices
A. 3  
B. -3  
C. 4  
D. -4
",A,"ui V N3 0 NA
R1 R N1 0 30k
R2 R N3 N1 10k
R3 R N2 0 10k
R4 R N2 N5 30k
A1 A N1 N2 N5
Labels:
uo V N5 0","* circuit generated from schema
VUI N3 0 DC 1
R1 N1 0 30k
R2 N3 N1 10k
R3 N2 0 10k
R4 N2 N5 30k
E1 N5 0 N2 N1 1e6
.end"
774,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915EC8D30>,"Hint: Please answer the question requiring a floating-point number with two decimal place and provide the final value, e.g., 1.21, 1.31, 1.41, at the end.
Question: In the closed circuit shown, the electromotive force of the DC power supply is \( E = 50 \mathrm{~V} \) and \( r \) is the internal resistance of the power supply. At this time, the load \( R_{\mathrm{L}} \) receives a maximum output power of 6.25 W. If the power supply interface generates a total contact resistance \( r' \) of \( 50 \Omega \) due to rust, the power received by the load \( R_{\mathrm{L}} \) decreases by ______ W.
",2.25,"E V N2 N4 NA
r R N1 N2 NA
r' R N1 N3 NA
RL R N3 N4 NA","* circuit generated from schema
V1 N2 0 DC 1
Rr N1 N2 1k
Rrprime N1 N3 1k
RRL N3 0 1k
.end"
775,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915EC8F10>,"Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.
Question: In the circuit shown, the switch SW is thrown from position A to position B at time \( t = 0 \). The energy (in \( \mu J \)) taken from the 3 V source to charge the 0.1 \( \mu F \) capacitor from 0 V to 3 V is ______.  ",0.9,"V1 V N1 0 3
R1 R N1 N2 120
SW S N4 0 NA ; A position
SW S N4 N2 NA ; B position 
* at time t=0 goes to B from A
C1 C N4 0 0.1u","* circuit generated from schema
V1 N1 0 DC 3
R1 N1 N2 120
C1 N4 0 0.1u
VCTRL1 CTRL_A 0 PULSE(1 0 0 1n 1n 1e9 2e9)
VCTRL2 CTRL_B 0 PULSE(0 1 0 1n 1n 1e9 2e9)
S1 N4 0 CTRL_A 0 SWMOD
S2 N4 N2 CTRL_B 0 SWMOD
.model SWMOD SW(Ron=1m Roff=1Meg Vt=0.5 Vh=0)
.end"
777,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915EC9030>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.  
Question: The r.m.s value of the current \( i(t) \) in the circuit shown below is  
**Choices:**  
A. \( \frac{1}{2} A \)  
B. \( \frac{1}{\sqrt{2}} A \)  
C. 1 A  
D. \( \sqrt{2} A \)",B,"C1 C N1 N3 1
L1 L N3 N4 1
R1 R N4 N1 1
R2 R N1 N2 1
V1 V N2 N4 1.0sin t
Labels:
i(t) I N2 N1","ERROR: Error code: 429 - {'statusCode': 429, 'message': 'Rate limit is exceeded. Try again in 2 seconds.'}"
778,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915EC9210>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: The circuit shown below is an example of a:

Choices:  
A. low pass filter.  
B. band pass filter.  
C. high pass filter.  
D. notch filter.
",A,"Vin V N3 0 NA
R1 R N3 N1 NA
R2 R N1 N2 NA
C C N1 N2 NA
A1 A 0 N1 N2 ; op-amp
Labels:
Vout V N2 0
+15V V N4 0 ; A1 positive supply
-15V V N5 0 ; A1 negative supply","* circuit generated from schema

V1 N3 0 DC 1
R1 N3 N1 10k
R2 N1 N2 10k
C1 N1 N2 1n
E1 N2 0 0 N1 1e6
V2 N4 0 DC 15
V3 N5 0 DC -15
.end"
