index,schema,problem,solution,netlist
467,"*SPICE Netlist for circuit 467
I1 VDD 4 DC 1mA
I2 4 3 DC 1mA
M1 4 1 3 3 NMOS W=1u L=1u
R1 4 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. 0 V
B. -885 mV
C. 115 mV
D. 770.1 mV",D,"*SPICE Netlist for circuit 467
I1 VDD 4 DC 1mA
I2 4 3 DC 1mA
M1 4 1 3 3 NMOS W=1u L=1u
R1 4 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(VDD)
.END"
469,"*SPICE Netlist for circuit 469
I1 VDD 3 DC 1mA
I2 7 1 DC 1mA
M1 14 2 1 1 NMOS W=1u L=1u
R1 4 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(14) V(2) V(3) V(4) V(7) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. 2 mV
B. 0 V
C. -1 mV
D. 1 mV",D,"*SPICE Netlist for circuit 469
I1 VDD 3 DC 1mA
I2 7 1 DC 1mA
M1 14 2 1 1 NMOS W=1u L=1u
R1 4 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(14) V(2) V(3) V(4) V(7) V(VDD)
.END"
469,"*SPICE Netlist for circuit 469
I1 VDD 3 DC 1mA
I2 7 1 DC 1mA
M1 14 2 1 1 NMOS W=1u L=1u
R1 4 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(14) V(2) V(3) V(4) V(7) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 7?
A. 1 mV
B. -2 mV
C. 0 V
D. -1 mV",D,"*SPICE Netlist for circuit 469
I1 VDD 3 DC 1mA
I2 7 1 DC 1mA
M1 14 2 1 1 NMOS W=1u L=1u
R1 4 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(14) V(2) V(3) V(4) V(7) V(VDD)
.END"
471,"*SPICE Netlist for circuit 471
C1 0 1 1nF
I1 VDD 1 DC 1mA
I2 2 0 DC 1mA
M2 2 1 0 0 NMOS W=1u L=1u
M3 1 1 0 0 NMOS W=1u L=1u
M1 6 3 2 2 NMOS W=1u L=1u
R1 6 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(6) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. -668.8 mV
B. 5.143 V
C. -1.324 V
D. 0 V",B,"*SPICE Netlist for circuit 471
C1 0 1 1nF
I1 VDD 1 DC 1mA
I2 2 0 DC 1mA
M2 2 1 0 0 NMOS W=1u L=1u
M3 1 1 0 0 NMOS W=1u L=1u
M1 6 3 2 2 NMOS W=1u L=1u
R1 6 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(6) V(VDD)
.END"
471,"*SPICE Netlist for circuit 471
C1 0 1 1nF
I1 VDD 1 DC 1mA
I2 2 0 DC 1mA
M2 2 1 0 0 NMOS W=1u L=1u
M3 1 1 0 0 NMOS W=1u L=1u
M1 6 3 2 2 NMOS W=1u L=1u
R1 6 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(6) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. 0 V
B. -668.8 mV
C. 5.143 V
D. -1.324 V",B,"*SPICE Netlist for circuit 471
C1 0 1 1nF
I1 VDD 1 DC 1mA
I2 2 0 DC 1mA
M2 2 1 0 0 NMOS W=1u L=1u
M3 1 1 0 0 NMOS W=1u L=1u
M1 6 3 2 2 NMOS W=1u L=1u
R1 6 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(6) V(VDD)
.END"
471,"*SPICE Netlist for circuit 471
C1 0 1 1nF
I1 VDD 1 DC 1mA
I2 2 0 DC 1mA
M2 2 1 0 0 NMOS W=1u L=1u
M3 1 1 0 0 NMOS W=1u L=1u
M1 6 3 2 2 NMOS W=1u L=1u
R1 6 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(6) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 6?
A. 0 V
B. -1.324 V
C. -668.8 mV
D. 5.143 V",B,"*SPICE Netlist for circuit 471
C1 0 1 1nF
I1 VDD 1 DC 1mA
I2 2 0 DC 1mA
M2 2 1 0 0 NMOS W=1u L=1u
M3 1 1 0 0 NMOS W=1u L=1u
M1 6 3 2 2 NMOS W=1u L=1u
R1 6 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(6) V(VDD)
.END"
472,"*SPICE Netlist for circuit 472
C1 0 6 1nF
C2 0 1 1nF
I1 VDD 1 DC 1mA
I2 6 0 DC 1mA
I3 3 0 DC 1mA
M2 3 1 0 0 NMOS W=1u L=1u
M3 1 1 0 0 NMOS W=1u L=1u
M1 4 5 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(5) V(6) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 6?
A. 5.143 V
B. -328.1 mV
C. -646.2 mV
D. -10 V",D,"*SPICE Netlist for circuit 472
C1 0 6 1nF
C2 0 1 1nF
I1 VDD 1 DC 1mA
I2 6 0 DC 1mA
I3 3 0 DC 1mA
M2 3 1 0 0 NMOS W=1u L=1u
M3 1 1 0 0 NMOS W=1u L=1u
M1 4 5 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(5) V(6) V(VDD)
.END"
472,"*SPICE Netlist for circuit 472
C1 0 6 1nF
C2 0 1 1nF
I1 VDD 1 DC 1mA
I2 6 0 DC 1mA
I3 3 0 DC 1mA
M2 3 1 0 0 NMOS W=1u L=1u
M3 1 1 0 0 NMOS W=1u L=1u
M1 4 5 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(5) V(6) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 4?
A. -646.2 mV
B. 0 V
C. 5.143 V
D. -328.1 mV",D,"*SPICE Netlist for circuit 472
C1 0 6 1nF
C2 0 1 1nF
I1 VDD 1 DC 1mA
I2 6 0 DC 1mA
I3 3 0 DC 1mA
M2 3 1 0 0 NMOS W=1u L=1u
M3 1 1 0 0 NMOS W=1u L=1u
M1 4 5 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(5) V(6) V(VDD)
.END"
472,"*SPICE Netlist for circuit 472
C1 0 6 1nF
C2 0 1 1nF
I1 VDD 1 DC 1mA
I2 6 0 DC 1mA
I3 3 0 DC 1mA
M2 3 1 0 0 NMOS W=1u L=1u
M3 1 1 0 0 NMOS W=1u L=1u
M1 4 5 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(5) V(6) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. 0 V
B. -646.2 mV
C. 5.143 V
D. -328.1 mV",B,"*SPICE Netlist for circuit 472
C1 0 6 1nF
C2 0 1 1nF
I1 VDD 1 DC 1mA
I2 6 0 DC 1mA
I3 3 0 DC 1mA
M2 3 1 0 0 NMOS W=1u L=1u
M3 1 1 0 0 NMOS W=1u L=1u
M1 4 5 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(5) V(6) V(VDD)
.END"
477,"*SPICE Netlist for circuit 477
I1 3 4 DC 1mA
M1 3 1 4 4 NMOS W=1u L=1u
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 4?
A. 436.7 mV
B. 873.5 mV
C. -218.4 mV
D. 0 V",A,"*SPICE Netlist for circuit 477
I1 3 4 DC 1mA
M1 3 1 4 4 NMOS W=1u L=1u
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(VDD)
.END"
477,"*SPICE Netlist for circuit 477
I1 3 4 DC 1mA
M1 3 1 4 4 NMOS W=1u L=1u
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. -436.7 mV
B. -218.4 mV
C. 436.7 mV
D. 0 V",B,"*SPICE Netlist for circuit 477
I1 3 4 DC 1mA
M1 3 1 4 4 NMOS W=1u L=1u
R1 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(VDD)
.END"
482,"*SPICE Netlist for circuit 482
I1 4 2 DC 1mA
R2 1 VDD 1k
M1 1 7 2 2 NMOS W=1u L=1u
M2 4 7 2 2 NMOS W=1u L=1u
R1 4 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(7) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. -194.1 mV
B. 459.9 mV
C. -112.5 mV
D. 0 V",B,"*SPICE Netlist for circuit 482
I1 4 2 DC 1mA
R2 1 VDD 1k
M1 1 7 2 2 NMOS W=1u L=1u
M2 4 7 2 2 NMOS W=1u L=1u
R1 4 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(7) V(VDD)
.END"
482,"*SPICE Netlist for circuit 482
I1 4 2 DC 1mA
R2 1 VDD 1k
M1 1 7 2 2 NMOS W=1u L=1u
M2 4 7 2 2 NMOS W=1u L=1u
R1 4 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(7) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 4?
A. -112.5 mV
B. 0 V
C. -194.1 mV
D. 459.9 mV",C,"*SPICE Netlist for circuit 482
I1 4 2 DC 1mA
R2 1 VDD 1k
M1 1 7 2 2 NMOS W=1u L=1u
M2 4 7 2 2 NMOS W=1u L=1u
R1 4 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(7) V(VDD)
.END"
482,"*SPICE Netlist for circuit 482
I1 4 2 DC 1mA
R2 1 VDD 1k
M1 1 7 2 2 NMOS W=1u L=1u
M2 4 7 2 2 NMOS W=1u L=1u
R1 4 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(7) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. 0 V
B. 459.9 mV
C. -194.1 mV
D. -112.5 mV",D,"*SPICE Netlist for circuit 482
I1 4 2 DC 1mA
R2 1 VDD 1k
M1 1 7 2 2 NMOS W=1u L=1u
M2 4 7 2 2 NMOS W=1u L=1u
R1 4 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(7) V(VDD)
.END"
483,"*SPICE Netlist for circuit 483
I1 1 2 DC 1mA
R2 1 VDD 1k
R1 0 2 1k
M1 1 3 2 2 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. -327.6 mV
B. -1.31 V
C. -655.1 mV
D. 0 V",C,"*SPICE Netlist for circuit 483
I1 1 2 DC 1mA
R2 1 VDD 1k
R1 0 2 1k
M1 1 3 2 2 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(VDD)
.END"
484,"*SPICE Netlist for circuit 484
I1 1 0 DC 1mA
I2 0 2 DC 1mA
R2 1 VDD 1k
R1 0 2 1k
M1 1 3 2 2 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. -1.31 V
B. -327.6 mV
C. 0 V
D. -655.1 mV",D,"*SPICE Netlist for circuit 484
I1 1 0 DC 1mA
I2 0 2 DC 1mA
R2 1 VDD 1k
R1 0 2 1k
M1 1 3 2 2 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(VDD)
.END"
503,"*SPICE Netlist for circuit 503
C1 0 1 1nF
I1 0 1 DC 1mA
M1 2 1 0 0 NMOS W=1u L=1u
R1 2 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. 20 V
B. 5 V
C. 10 V
D. 0 V",C,"*SPICE Netlist for circuit 503
C1 0 1 1nF
I1 0 1 DC 1mA
M1 2 1 0 0 NMOS W=1u L=1u
R1 2 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(VDD)
.END"
508,"*SPICE Netlist for circuit 508
I1 VDD 2 DC 1mA
R2 0 3 1k
R1 3 2 1k
M1 2 5 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(2) V(3) V(5) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. 1 V
B. -1 mV
C. 2 V
D. 0 V",C,"*SPICE Netlist for circuit 508
I1 VDD 2 DC 1mA
R2 0 3 1k
R1 3 2 1k
M1 2 5 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(2) V(3) V(5) V(VDD)
.END"
508,"*SPICE Netlist for circuit 508
I1 VDD 2 DC 1mA
R2 0 3 1k
R1 3 2 1k
M1 2 5 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(2) V(3) V(5) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. -1 mV
B. 0 V
C. 2 V
D. 1 V",D,"*SPICE Netlist for circuit 508
I1 VDD 2 DC 1mA
R2 0 3 1k
R1 3 2 1k
M1 2 5 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(2) V(3) V(5) V(VDD)
.END"
540,"M1 NMOS N1 N2 0 0 NA
C1 C N1 N2 NA
C2 C N2 0 NA
I1 I VDD N1 NA","In the given SPICE netlist for circuit 540, what are the DC voltages at nodes 1 and 2?
A. V(1) = 0 V, V(2) = 5 V
B. V(1) = 2.5 V, V(2) = 7.5 V
C. V(1) = 4.996 V, V(2) = 9.992 V
D. V(1) = 10 V, V(2) = 0 V",C,"MOSFET circuit

M1 N1 N2 0 0 NMOS
C1 N1 N2 1n
C2 N2 0 1n
I1 VDD N1 DC 1mA

VDD VDD 0 DC 5

.model NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.op
.end"
522,"*SPICE Netlist for circuit 522
I1 2 0 DC 1mA
M2 1 2 0 0 NMOS W=1u L=1u
M1 VDD 1 2 2 NMOS W=1u L=1u
R1 1 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. -5.947 V
B. -1.311 V
C. -1.655 V
D. -655.5 mV",D,"*SPICE Netlist for circuit 522
I1 2 0 DC 1mA
M2 1 2 0 0 NMOS W=1u L=1u
M1 VDD 1 2 2 NMOS W=1u L=1u
R1 1 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(VDD)
.END"
532,"*SPICE Netlist for circuit 532
I1 VDD 1 DC 1mA
M1 1 2 0 0 NMOS W=1u L=1u
R1 2 1 1k
R2 4 2 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 4?
A. 10.51 V
B. -1 mV
C. 2.627 V
D. 5.254 V",D,"*SPICE Netlist for circuit 532
I1 VDD 1 DC 1mA
M1 1 2 0 0 NMOS W=1u L=1u
R1 2 1 1k
R2 4 2 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD)
.END"
532,"*SPICE Netlist for circuit 532
I1 VDD 1 DC 1mA
M1 1 2 0 0 NMOS W=1u L=1u
R1 2 1 1k
R2 4 2 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. 5.254 V
B. 10.51 V
C. -1 mV
D. 2.627 V",A,"*SPICE Netlist for circuit 532
I1 VDD 1 DC 1mA
M1 1 2 0 0 NMOS W=1u L=1u
R1 2 1 1k
R2 4 2 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD)
.END"
532,"*SPICE Netlist for circuit 532
I1 VDD 1 DC 1mA
M1 1 2 0 0 NMOS W=1u L=1u
R1 2 1 1k
R2 4 2 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. -1 mV
B. 2.627 V
C. 10.51 V
D. 5.254 V",D,"*SPICE Netlist for circuit 532
I1 VDD 1 DC 1mA
M1 1 2 0 0 NMOS W=1u L=1u
R1 2 1 1k
R2 4 2 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD)
.END"
536,"*SPICE Netlist for circuit 536
C1 2 1 1nF
C2 4 2 1nF
I1 VDD 1 DC 1mA
M1 1 2 0 0 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. 10.51 V
B. 2.627 V
C. 5.254 V
D. -111 mV",C,"*SPICE Netlist for circuit 536
C1 2 1 1nF
C2 4 2 1nF
I1 VDD 1 DC 1mA
M1 1 2 0 0 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD)
.END"
536,"*SPICE Netlist for circuit 536
C1 2 1 1nF
C2 4 2 1nF
I1 VDD 1 DC 1mA
M1 1 2 0 0 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. -111 mV
B. 2.627 V
C. 5.254 V
D. 10.51 V",C,"*SPICE Netlist for circuit 536
C1 2 1 1nF
C2 4 2 1nF
I1 VDD 1 DC 1mA
M1 1 2 0 0 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD)
.END"
536,"*SPICE Netlist for circuit 536
C1 2 1 1nF
C2 4 2 1nF
I1 VDD 1 DC 1mA
M1 1 2 0 0 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 4?
A. -111 mV
B. 5.254 V
C. 2.627 V
D. 10.51 V",B,"*SPICE Netlist for circuit 536
C1 2 1 1nF
C2 4 2 1nF
I1 VDD 1 DC 1mA
M1 1 2 0 0 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD)
.END"
538,"*SPICE Netlist for circuit 538
C1 2 1 1nF
C2 0 2 1nF
I1 VDD 1 DC 1mA
I2 3 0 DC 1mA
V1 3 0 5V
M1 1 2 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. 19.26 V
B. -1 mV
C. 9.63 V
D. 5 V",C,"*SPICE Netlist for circuit 538
C1 2 1 1nF
C2 0 2 1nF
I1 VDD 1 DC 1mA
I2 3 0 DC 1mA
V1 3 0 5V
M1 1 2 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(VDD) I(V1)
.END"
538,"*SPICE Netlist for circuit 538
C1 2 1 1nF
C2 0 2 1nF
I1 VDD 1 DC 1mA
I2 3 0 DC 1mA
V1 3 0 5V
M1 1 2 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. 19.26 V
B. -1 mV
C. 5 V
D. 9.63 V",A,"*SPICE Netlist for circuit 538
C1 2 1 1nF
C2 0 2 1nF
I1 VDD 1 DC 1mA
I2 3 0 DC 1mA
V1 3 0 5V
M1 1 2 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(VDD) I(V1)
.END"
538,"*SPICE Netlist for circuit 538
C1 2 1 1nF
C2 0 2 1nF
I1 VDD 1 DC 1mA
I2 3 0 DC 1mA
V1 3 0 5V
M1 1 2 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC current through V1?
A. 9.63 A
B. 5 A
C. 19.26 A
D. -153.4 µA",D,"*SPICE Netlist for circuit 538
C1 2 1 1nF
C2 0 2 1nF
I1 VDD 1 DC 1mA
I2 3 0 DC 1mA
V1 3 0 5V
M1 1 2 3 3 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(VDD) I(V1)
.END"
539,"*SPICE Netlist for circuit 539
C1 2 1 1nF
C2 0 2 1nF
I1 VDD 1 DC 1mA
M1 1 2 0 0 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. 4.996 V
B. 9.992 V
C. -132 mV
D. 2.498 V",A,"*SPICE Netlist for circuit 539
C1 2 1 1nF
C2 0 2 1nF
I1 VDD 1 DC 1mA
M1 1 2 0 0 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(VDD)
.END"
539,"*SPICE Netlist for circuit 539
C1 2 1 1nF
C2 0 2 1nF
I1 VDD 1 DC 1mA
M1 1 2 0 0 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. 4.996 V
B. 9.992 V
C. -132 mV
D. 19.98 V",B,"*SPICE Netlist for circuit 539
C1 2 1 1nF
C2 0 2 1nF
I1 VDD 1 DC 1mA
M1 1 2 0 0 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(VDD)
.END"
